"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","multiple.victims","multiple.offenders","type","primary.incident","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","victimage.group","offenderage.group","population.group","relationship.group","hour.group","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"4721","CT0014600","8T0BROQRSS N",20121208,20020801,"VERNON                        ",29217,7,13,5,100,1,1,1,"SingleVO",1,4,"female","white","not.hispanic","resident",31,"male","white",0,0,"0-5","30-40","Pop 25-100K","Known","Early",0,"CT","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","06013"
"4722","MI8234900","1A1M04FU8NXO",20110719,20050101,"DETROIT                       ",713240,82,163,NA,100,1,1,1,"SingleVO",1,3,"male","black",NA,"resident",30,"male","black",0,NA,"0-5","20-30","Pop >500K","Known",NA,0,"MI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","21163"
"4723","OH0502200","8T-QROP 728N",20121221,19980701,"POLAND TOWNSHIP               ",12327,50,99,17,100,1,1,1,"SingleVO",1,15,"female","white",NA,"resident",47,"male","white",0,0,"11-15","40-50","Pop <25K","Known","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","34099"
"4724","UT0180000","TD-AEIW9FCTD",20111018,20010901,"SALT LAKE CNTY UNIFD PD       ",326008,18,35,9,100,1,1,1,"SingleVO",1,15,"female",NA,NA,NA,17,"male","amer.indian",0,NA,"11-15","<20","Pop 100-500K","Known","Morning",NA,"UT","Mountain","West","Residence/Home","Home","None/Other","None","Otherwise Known","43035"
"4725","VA1140000","2W1J0-8OSY1A",20120309,20000101,"LYNCHBURG                     ",77347,NA,NA,15,100,1,2,3,"MultVO",0,11,"male","black","not.hispanic","resident",24,"female","white",0,NA,"11-15","20-30","Pop 25-100K","Known","Afternoon",1,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","45 NA"
"4726","VA0530100","2W1M0U7 I6 O",20111022,19960901,"LEESBURG                      ",43125,54,107,10,100,1,1,2,"MultOff",1,3,"male","white","hispanic","resident",36,"male","white",0,NA,"0-5","30-40","Pop 25-100K","Known","Morning",0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","45107"
"4727","OH0630000","1A1B1-F3P35I",20110306,20010701,"PAULDING                      ",13815,63,125,11,100,1,2,1,"MultVic",1,5,"male",NA,NA,"resident",29,"male","white",0,NA,"0-5","20-30","Pop <25K","Known","Morning",NA,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","34125"
"4728","TN0540100","2W1J0U73JY04",20120807,19991001,"ATHENS                        ",13632,54,107,16,100,1,1,1,"SingleVO",1,12,"male","white","not.hispanic","resident",52,"male","white",0,0,"11-15",">50","Pop <25K","Known","Afternoon",0,"TN","East South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Otherwise Known","41107"
"4729","OHCOP0000","8N0B0EBCF2 N",20110123,20030101,"COLUMBUS                      ",770686,25,49,16,100,1,3,1,"MultVic",1,1,"male","black",NA,"resident",31,"male","black",0,0,"0-5","30-40","Pop >500K","Known","Afternoon",0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Otherwise Known","34049"
"4730","MA0071100","HZ-ZZYZOX5HP",20100725,19950101,"LONGMEADOW                    ",15324,7,13,20,100,0,1,1,"SingleVO",1,13,"female","white","not.hispanic","resident",53,"male","white",0,NA,"11-15",">50","Pop <25K","Known","Night",0,"MA","New England","Northeast","Residence/Home","Home","None/Other","None","Otherwise Known","20013"
"4731","OH0290100","2W1J0U7PUNJ ",20121206,20040501,"FAIRBORN                      ",32618,29,57,7,100,1,1,1,"SingleVO",1,13,"male","white","not.hispanic","resident",57,"male","white",0,NA,"11-15",">50","Pop 25-100K","Known","Morning",0,"OH","East North Central","Northcentral","School--elementary/secondary","School","None/Other","None","Otherwise Known","34057"
"4732","TN0190100","2W1M02HP67 A",20110706,19991001,"NASHVILLE                     ",612789,NA,NA,2,100,1,1,2,"MultOff",1,14,"female","black","not.hispanic","resident",22,"male","black",1,NA,"11-15","20-30","Pop >500K","Known","Early",0,"TN","East South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","41 NA"
"4733","VA0920400","8T0QROQU72 N",20120318,19961101,"TAZEWELL                      ",4640,93,185,20,100,1,1,3,"MultOff",0,14,"female","white","not.hispanic","resident",14,"female","white",0,0.4,"11-15","<20","Pop <25K","Known","Night",0,"VA","South Atlantic","South","Department/Discount Store","Shopping","None/Other","None","Otherwise Known","45185"
"4734","KY0190600","456PO 4 G0W5",20120918,20050101,"NEWPORT                       ",15412,19,37,0,100,1,3,1,"MultVic",0,12,"female","white","not.hispanic","resident",25,"male","white",1,4.3,"11-15","20-30","Pop <25K","Known","Night",0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","16037"
"4735","OHCLP0000","2W1J0UFZJXK8",20120201,20030101,"CLEVELAND                     ",393781,18,35,20,100,1,1,1,"SingleVO",1,12,"female","black","not.hispanic","resident",17,"male","black",1,NA,"11-15","<20","Pop 100-500K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4736","WV0170200","8T01SYS972 N",20120319,19980701,"CLARKSBURG                    ",16649,17,33,15,100,1,1,1,"SingleVO",1,15,"female","white",NA,"resident",19,"male","white",0,24.3,"11-15","<20","Pop <25K","Known","Afternoon",0,"WV","South Atlantic","South","Residence/Home","Home","None/Other","None","Otherwise Known","47033"
"4737","KY0570100","291B2KI4-F39",20100103,20090101,"NICHOLASVILLE                 ",27686,57,113,17,100,1,2,1,"MultVic",0,3,"female","white","hispanic","resident",18,"female","white",0,NA,"0-5","<20","Pop 25-100K","Known","Afternoon",0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","16113"
"4738","IL1010400","39-J8V42XF39",20110307,19910101,"ROCKFORD                      ",153331,101,201,15,100,1,1,1,"SingleVO",1,14,"female","black","not.hispanic","resident",35,"male","black",0,NA,"11-15","30-40","Pop 100-500K","Known","Afternoon",0,"IL","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","12201"
"4739","MI8234900","1A1M04FP8Y68",20110713,20050101,"DETROIT                       ",713240,82,163,18,100,1,1,3,"MultOff",0,13,"female","black",NA,"resident",16,"male","black",1,0,"11-15","<20","Pop >500K","Known","Afternoon",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Handgun","None","Otherwise Known","21163"
"4740","MI8234900","1A1M04FP8Y68",20110713,20050101,"DETROIT                       ",713240,82,163,18,100,1,1,3,"MultOff",1,13,"female","black",NA,"resident",17,"male","black",1,0,"11-15","<20","Pop >500K","Known","Afternoon",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Handgun","None","Otherwise Known","21163"
"4741","AR0660100","1A0HQHZU9N0A",20110415,20021201,"FORT SMITH                    ",86861,66,131,8,100,1,1,1,"SingleVO",1,15,"female","black","not.hispanic",NA,NA,"male","white",0,NA,"11-15",NA,"Pop 25-100K","Known","Morning",1,"AR","West South Central","South","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","03131"
"4742","OHCOP0000","8I0IYYQLQ2 N",20101115,20030101,"COLUMBUS                      ",760895,25,49,7,100,0,1,1,"SingleVO",1,15,"female","white",NA,"resident",62,"male",NA,0,NA,"11-15",">50","Pop >500K","Known","Morning",NA,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34049"
"4743","TX0201000","8T0BSMZ-72 N",20120712,19980101,"PEARLAND                      ",89977,20,39,23,100,1,1,1,"SingleVO",1,13,"female","white","not.hispanic","resident",17,"male","white",0,NA,"11-15","<20","Pop 25-100K","Known","Night",0,"TX","West South Central","South","Highway/Road/Alley","Road/transit","None/Other","None","Otherwise Known","42039"
"4744","OHCLP0000","2W1M0U7 8XK ",20110211,20030101,"CLEVELAND                     ",397106,18,35,22,100,1,1,1,"SingleVO",1,8,"male","black",NA,"resident",46,"male","black",1,NA,"6-10","40-50","Pop 100-500K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4745","CO0300500","2W1M028LZD1A",20110609,19970101,"WHEAT RIDGE                   ",30691,30,59,19,100,1,2,1,"MultVic",0,2,"female","white",NA,"resident",25,"female","white",1,24,"0-5","20-30","Pop 25-100K","Known","Night",0,"CO","Mountain","West","Parking Lot/Garage","Shopping","Motor Vehicle","None","Otherwise Known","05059"
"4746","OHCLP0000","2W1M0UX29L6R",20111224,20030101,"CLEVELAND                     ",397106,18,35,12,100,1,1,1,"SingleVO",1,12,"female","white",NA,"resident",18,"male",NA,0,NA,"11-15","<20","Pop 100-500K","Known","Morning",NA,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4747","MI8239700","1A1M0U72J4TI",20111006,19950101,"FLAT ROCK                     ",9871,82,163,12,100,1,1,1,"SingleVO",1,5,"female","white",NA,NA,28,"male","white",0,NA,"0-5","20-30","Pop <25K","Known","Morning",0,"MI","East North Central","Northcentral","Other/unknown","Unknown","None/Other","None","Otherwise Known","21163"
"4748","OHCLP0000","2W1M0UHLIGBO",20111129,20030101,"CLEVELAND                     ",397106,18,35,0,100,0,1,3,"MultOff",0,13,"female","black","not.hispanic","resident",18,"male","black",1,NA,"11-15","<20","Pop 100-500K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4749","OR0360000","8I0BRBQ-72 N",20100322,19980101,"YAMHILL                       ",37000,36,71,NA,100,0,1,1,"SingleVO",1,11,"male","white","not.hispanic","resident",49,"female","white",0,NA,"11-15","40-50","Pop 25-100K","Known",NA,0,"OR","Pacific","West","Residence/Home","Home","None/Other","None","Otherwise Known","36071"
"4750","KY0190600","456PO 4 G0W5",20120918,20050101,"NEWPORT                       ",15412,19,37,0,100,1,3,1,"MultVic",1,11,"female","white","not.hispanic","resident",25,"male","white",1,4.3,"11-15","20-30","Pop <25K","Known","Night",0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","16037"
"4751","MI8290800","1A1M0U72U6  ",20110527,19990501,"CANTON TOWNSHIP               ",90105,82,163,14,100,1,2,1,"MultVic",0,11,"male","white",NA,"resident",42,"female","white",0,NA,"11-15","40-50","Pop 25-100K","Known","Afternoon",0,"MI","East North Central","Northcentral","School--elementary/secondary","School","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","21163"
"4752","OH0184200","PV1J0UZPID1A",20120111,20010101,"PARMA                         ",80963,18,35,0,100,1,1,1,"SingleVO",1,13,"female","white",NA,"resident",24,"male","white",1,NA,"11-15","20-30","Pop 25-100K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","Knife/Cutting Instrument","None","Otherwise Known","34035"
"4753","OK0401100"," E0 KEICQX N",20120403,20110601,"HEAVENER                      ",3453,40,79,15,100,1,1,1,"SingleVO",1,5,"male","white",NA,"resident",23,"male","white",0,NA,"0-5","20-30","Pop <25K","Known","Afternoon",0,"OK","West South Central","South","Residence/Home","Home","None/Other","None","Otherwise Known","35079"
"4754","OH0762300","22304KOPRQ29",20100320,20100201,"PERRY TOWNSHIP                ",27930,76,151,19,100,1,1,1,"SingleVO",1,5,"male","white",NA,"resident",34,"male","white",1,0.9,"0-5","30-40","Pop 25-100K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home",NA,"None","Otherwise Known","34151"
"4755","NH0010600","HP- XAZOX5HP",20110829,20030101,"BELMONT                       ",7366,1,1,16,100,1,1,2,"MultOff",1,7,"male","white",NA,"resident",41,"male","white",1,NA,"6-10","40-50","Pop <25K","Known","Afternoon",0,"NH","New England","Northeast","Residence/Home","Home","None/Other","None","Otherwise Known","28001"
"4756","VA1030000","8T0BSWBHG2 N",20120822,19990101,"CHESAPEAKE                    ",227531,NA,NA,22,100,1,2,1,"MultVic",1,2,"female","white","not.hispanic","resident",26,"male","white",0,5.1,"0-5","20-30","Pop 100-500K","Known","Night",0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Otherwise Known","45 NA"
"4757","OHCLP0000","2W1H0UF IL24",20100518,20030101,"CLEVELAND                     ",426042,18,35,0,100,1,1,1,"SingleVO",1,14,"female","black",NA,"resident",23,"male","black",1,NA,"11-15","20-30","Pop 100-500K","Known","Night",0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","34035"
"4758","DE0030300","7W1J0U7 S61A",20120210,20010101,"LAUREL                        ",3810,3,5,14,100,1,2,1,"MultVic",0,10,"male","white","not.hispanic","non-resident",61,"female","black",0,0,"6-10",">50","Pop <25K","Known","Afternoon",1,"DE","South Atlantic","South","School--elementary/secondary","School","Personal Weapons (hands, feet, teeth, etc.)","None","Otherwise Known","07005"
"4759","OHCOP0000","1W1N06OL-OGA",20100505,20030101,"COLUMBUS                      ",760895,25,49,15,100,1,1,1,"SingleVO",1,9,"male","black",NA,"resident",25,"male","black",0,NA,"6-10","20-30","Pop >500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"4760","OHCOP0000","WI1Z4ZVYI0W5",20121213,20030101,"COLUMBUS                      ",780239,25,49,6,100,1,1,1,"SingleVO",1,12,"female","white",NA,"resident",30,"male","white",0,NA,"11-15","20-30","Pop >500K","Stranger","Early",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"4761","OHCOP0000","8T0IEWER12 N",20121120,20030101,"COLUMBUS                      ",780239,25,49,17,100,1,1,2,"MultOff",1,7,"male","black",NA,"resident",40,"male","white",0,NA,"6-10","30-40","Pop >500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Parking Lot/Garage","Shopping","None/Other","None","Stranger","34049"
"4762","MI5080600","TG0W5HP6ZN9C",20100820,19990101,"WARREN                        ",132266,50,99,15,100,0,1,1,"SingleVO",1,14,"male","white",NA,NA,NA,"male","white",0,NA,"11-15",NA,"Pop 100-500K","Stranger","Afternoon",0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","21099"
"4763","OHCOP0000","8N01-MMCF2 N",20110328,20030101,"COLUMBUS                      ",770686,25,49,6,100,0,1,1,"SingleVO",1,11,"female","black",NA,NA,20,"male","black",0,NA,"11-15","<20","Pop >500K","Stranger","Early",0,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"4764","CODPD0000","9N-4KOC862FB",20100924,20050101,"DENVER                        ",607051,16,31,19,100,1,1,1,"SingleVO",1,6,"male","black","not.hispanic","resident",25,"male","white",0,NA,"6-10","20-30","Pop >500K","Stranger","Night",1,"CO","Mountain","West","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Stranger","05031"
"4765","DE303SP00","021H0KKPUY1A",20100605,20010101,"SP: SUSSEX COUNTY             ",153107,3,5,18,100,1,1,1,"SingleVO",1,14,"female","black","not.hispanic","resident",42,"male","black",1,0,"11-15","40-50","Pop 100-500K","Stranger","Afternoon",0,"DE","South Atlantic","South","Highway/Road/Alley","Road/transit","Knife/Cutting Instrument","None","Stranger","07005"
"4766","OHCOP0000","8I04IFT9S2 N",20100219,20030101,"COLUMBUS                      ",760895,25,49,15,100,1,1,1,"SingleVO",1,11,"female","black",NA,"resident",45,"male","white",0,NA,"11-15","40-50","Pop >500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
"4767","OH0770100","8T04IVEV72 N",20120520,19980601,"AKRON                         ",198390,77,153,15,100,1,1,2,"MultOff",1,7,"female","black",NA,"resident",35,"male","white",0,NA,"6-10","30-40","Pop 100-500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Stranger","34153"
"4768","OH0770100","8N0BKWZ-72 N",20110118,19980601,"AKRON                         ",199256,77,153,14,100,1,1,1,"SingleVO",1,12,"female","white",NA,"resident",48,"male","white",1,0.4,"11-15","40-50","Pop 100-500K","Stranger","Afternoon",0,"OH","East North Central","Northcentral","Grocery/Supermarket","Shopping","None/Other","None","Stranger","34153"
"4769","MI8234900","181J0O7L8NXX",20120808,20050101,"DETROIT                       ",707096,82,163,NA,100,0,1,2,"MultOff",0,15,"female","black",NA,"resident",25,"male",NA,0,NA,"11-15","20-30","Pop >500K","Stranger",NA,NA,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","21163"
"4770","OHCOP0000","8T0DYOBHS2 N",20120914,20030101,"COLUMBUS                      ",780239,25,49,17,100,1,3,2,"MultVO",0,11,"female","white",NA,"resident",40,"male","black",0,NA,"11-15","30-40","Pop >500K","Stranger","Afternoon",1,"OH","East North Central","Northcentral","Highway/Road/Alley","Road/transit","None/Other","None","Stranger","34049"
