"","current.population","hour.group","victim.age","victim.sex","victim.race","victim.residency","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","location.group","same.race","target.harm"
"2068",89180,"Morning",10,"male","black","resident",36,"female","black","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"2069",7959,"Afternoon",4,"female","white","resident",27,"male","white","Multiple Victims","Multiple Offenders","Parent","West North Central","Home",0,"0"
"2070",18419,"Afternoon",9,"male","white","non-resident",27,"female","white","Multiple Victims","Single Offender","Parent","West South Central","Home",0,"0"
"2071",85083,"Afternoon",3,"female","white","resident",21,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2072",8273,"Afternoon",4,"male","white","resident",30,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"2073",8635,"Afternoon",6,"male","white","non-resident",33,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2074",4105,"Night",3,"female","white","non-resident",36,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2075",71775,"Afternoon",9,"female","white","resident",47,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2076",360726,"Afternoon",15,"male","white","resident",40,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2077",4156,"Morning",8,"female","white","non-resident",37,"male","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"2078",117734,"Night",4,"male","white","non-resident",34,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2079",58037,"Afternoon",7,"female","white","resident",41,"male","white","Multiple Victims","Single Offender","Parent","Mountain","Other",0,"0"
"2080",11559,"Morning",15,"female","white","resident",44,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"2081",48155,"Night",5,"male","white","resident",33,"male","white","Single Victim","Multiple Offenders","Parent","West North Central","Home",0,"0"
"2082",70160,"Night",2,"male","white","resident",23,"female","white","Single Victim","Single Offender","Parent","East North Central","Other",0,"0"
"2083",83316,"Afternoon",5,"female","white","resident",23,"male","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2084",35251,"Morning",5,"female","white","resident",25,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2085",85083,"Night",7,"female","white","resident",29,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2086",224864,"Morning",4,"male","white","resident",39,"male","white","Multiple Victims","Single Offender","Parent","South Atlantic","Home",0,"0"
"2087",70160,"Morning",3,"male","white","resident",20,"female","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2088",172460,"Morning",6,"female","black","non-resident",30,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2089",3179,"Night",6,"male","white","resident",28,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"2090",63969,"Afternoon",3,"male","white","resident",29,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2091",153107,"Morning",13,"female","white","resident",39,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"1"
"2092",84031,"Morning",12,"female","black","resident",30,"female","white","Multiple Victims","Single Offender","Parent","East North Central","Home",0,"0"
"2093",101632,"Afternoon",0.5,"female","black","resident",27,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2094",206115,"Afternoon",3,"male","black","resident",34,"male","black","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,"0"
"2095",657436,"Afternoon",0.5,"male","white","resident",37,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2096",10189,"Afternoon",5,"female","white","resident",27,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"2097",7428,"Night",13,"male","white","resident",39,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"2098",652725,"Night",6,"female","black","resident",46,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",1,"0"
"2099",132266,"Afternoon",1,"female","black","resident",22,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2100",25446,"Early",11,"female","white","resident",44,"female","white","Single Victim","Multiple Offenders","Parent","East South Central","Other",0,"0"
"2101",101632,"Afternoon",3,"female","black","resident",33,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2102",51178,"Night",15,"female","white","non-resident",35,"male","white","Multiple Victims","Single Offender","Parent","South Atlantic","Other",0,"0"
"2103",304177,"Afternoon",9,"female","black","resident",27,"female","black","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"2104",15433,"Afternoon",1,"male","white","non-resident",24,"male","white","Single Victim","Multiple Offenders","Parent","New England","Home",0,"0"
"2105",3195,"Afternoon",4,"male","white","resident",35,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"2106",29761,"Night",11,"female","white","resident",43,"male","white","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2107",3419,"Night",10,"female","white","resident",42,"male","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"2108",21977,"Afternoon",12,"female","black","non-resident",31,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2109",52766,"Afternoon",14,"female","white","resident",43,"male","white","Multiple Victims","Single Offender","Parent","West North Central","Home",0,"0"
"2110",7060,"Morning",7,"male","black","resident",32,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",1,"0"
"2111",27024,"Morning",3,"female","black","non-resident",28,"female","white","Single Victim","Single Offender","Parent","East South Central","Other",1,"0"
"2112",154314,"Night",8,"male","white","resident",27,"male","white","Multiple Victims","Single Offender","Parent","New England","Home",0,"0"
"2113",107609,"Afternoon",6,"female","black","resident",39,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2114",68194,"Morning",3,"female","white","resident",19,"male","white","Single Victim","Single Offender","Parent","West South Central","Home",0,"0"
"2115",144545,"Night",9,"male","black","resident",30,"female","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"2116",181591,"Afternoon",12,"female","white","resident",37,"male","white","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"1"
"2117",34368,"Afternoon",14,"male","white","non-resident",46,"male","white","Single Victim","Multiple Offenders","Parent","New England","School/Center",0,"0"
"2118",20490,"Night",11,"male","white","resident",31,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2119",657436,"Night",7,"female","black","resident",32,"male","black","Multiple Victims","Single Offender","Parent","East South Central","Home",0,"0"
"2120",169187,"Morning",3,"female","black","resident",23,"female","black","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2121",15615,"Afternoon",5,"male","white","resident",26,"male","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2122",88200,"Morning",4,"male","white","resident",22,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"2123",109245,"Night",5,"female","black","resident",29,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2124",109245,"Morning",15,"male","black","resident",35,"female","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2125",0,"Morning",8,"male","black","non-resident",36,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Home",0,"0"
"2126",32954,"Morning",4,"male","white","resident",49,"female","white","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2127",31748,"Afternoon",5,"male","white","resident",28,"female","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"2128",107329,"Afternoon",6,"male","white","non-resident",36,"female","white","Multiple Victims","Single Offender","Parent","West North Central","Other",0,"0"
"2129",130502,"Afternoon",6,"female","white","resident",30,"male","black","Single Victim","Single Offender","Parent","South Atlantic","Other",1,"0"
"2130",101632,"Afternoon",9,"male","black","resident",27,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2131",0,"Morning",11,"female","white","resident",30,"female","white","Multiple Victims","Multiple Offenders","Parent","East South Central","Home",0,"0"
"2132",33393,"Night",2,"female","white","resident",38,"female","white","Single Victim","Single Offender","Parent","East South Central","Home",0,"0"
"2133",2840,"Morning",7,"male","white","resident",32,"female","white","Multiple Victims","Multiple Offenders","Parent","West North Central","Home",0,"0"
"2134",55042,"Afternoon",1,"male","white","resident",28,"male","white","Single Victim","Single Offender","Parent","Pacific","Home",0,"0"
"2135",0,"Night",5,"female","white","resident",49,"female","white","Single Victim","Single Offender","Parent","South Atlantic","Other",0,"0"
"2136",63051,"Night",10,"male","white","resident",46,"male","white","Single Victim","Single Offender","Parent","East South Central","Other",0,"0"
"2137",83316,"Morning",2,"female","white","non-resident",26,"male","white","Single Victim","Single Offender","Parent","Mountain","Other",0,"0"
"2138",107706,"Night",11,"female","white","resident",28,"female","white","Multiple Victims","Single Offender","Parent","West South Central","Home",0,"0"
"2139",190038,"Morning",6,"male","asian","resident",30,"male","asian","Single Victim","Single Offender","Parent","Mountain","Home",0,"0"
"2140",71775,"Morning",11,"male","black","non-resident",41,"male","black","Single Victim","Single Offender","Parent","East North Central","Home",0,"0"
"2141",10960,"Morning",1,"female","white","resident",25,"female","white","Single Victim","Single Offender","Parent","West North Central","Home",0,"0"
"2142",169187,"Afternoon",1,"female","black","resident",20,"male","black","Single Victim","Single Offender","Parent","East South Central","Other",0,"0"
