"","population.group","incident.hour","completed","victim.age","victim.sex","victim.race","offender.age","offender.sex","offender.race","multiple.victims","multiple.offenders","relationship.group","division.name","loc.group","same.race","target.harm","cluster"
"3749","Pop 100-500K",23,1,5,"male","black",25,"male","black","Single Victim","Single Offender","Known","East North Central","Shopping",0,0,12
"3750","Pop 25-100K",3,1,0.5,"female","white",20,"female","white","Single Victim","Single Offender","Known","Mountain","Home",0,0,5
"3751","Pop >500K",17,1,9,"male","black",35,"male","black","Single Victim","Single Offender","Known","East North Central","Road/transit",0,0,8
"3752","Pop <25K",11,1,15,"female","black",20,"male","black","Single Victim","Multiple Offenders","Known","East North Central","Road/transit",0,0,2
"3753","Pop <25K",7,1,15,"female","white",20,"male","white","Multiple Victims","Multiple Offenders","Known","South Atlantic","School",0,0,2
"3754","Pop 25-100K",23,1,15,"male","black",16,"male","black","Multiple Victims","Multiple Offenders","Known","West South Central","Shopping",0,1,4
"3755","Pop 25-100K",15,0,15,"female","white",30,"male","white","Single Victim","Single Offender","Known","New England","Home",0,1,8
"3756","Pop 100-500K",12,1,15,"male","black",14,"male","black","Single Victim","Multiple Offenders","Known","East North Central","School",0,1,4
"3758","Pop 100-500K",18,0,2,"male","black",51,"male","black","Single Victim","Single Offender","Known","East North Central","Home",0,0,11
"3759","Pop 25-100K",0,1,14,"female","white",19,"male","white","Single Victim","Multiple Offenders","Known","Mountain","Home",0,0,2
"3760","Pop 25-100K",15,1,7,"female","white",31,"female","black","Single Victim","Multiple Offenders","Known","East North Central","Road/transit",1,1,14
"3761","Pop <25K",18,1,10,"female","white",41,"male","white","Single Victim","Single Offender","Known","South Atlantic","Home",0,0,10
"3763","Pop 25-100K",19,1,15,"female","white",21,"male","white","Single Victim","Single Offender","Known","East South Central","Home",0,1,4
"3764","Pop 100-500K",8,1,11,"female","white",45,"male","white","Single Victim","Single Offender","Known","Mountain","Home",0,1,9
"3766","Pop <25K",14,1,15,"female","white",16,"male","white","Single Victim","Multiple Offenders","Known","Mountain","Park/outdoor",0,1,4
"3767","Pop 100-500K",17,1,15,"female","white",22,"male","black","Single Victim","Multiple Offenders","Known","Mountain","Home",1,1,4
"3768","Pop <25K",23,1,13,"female","white",27,"male","white","Multiple Victims","Single Offender","Known","East North Central","Home",0,1,8
"3769","Pop <25K",23,1,14,"male","white",39,"male","white","Single Victim","Single Offender","Known","South Atlantic","Home",0,0,10
"3770","Pop <25K",8,1,6,"female","black",42,"male","black","Single Victim","Single Offender","Known","South Atlantic","Home",0,1,9
"3771","Pop <25K",11,0,15,"female","white",20,"male","white","Single Victim","Single Offender","Known","West North Central","Home",0,0,2
"3772","Pop 25-100K",17,1,11,"female","black",18,"male","black","Single Victim","Single Offender","Known","West North Central","Other",0,1,4
"3773","Pop <25K",14,1,8,"female","white",49,"male","white","Single Victim","Single Offender","Known","Pacific","Home",0,1,11
"3774","Pop >500K",15,1,4,"male","black",50,"female","black","Single Victim","Single Offender","Known","East South Central","Home",0,0,11
"3775","Pop 100-500K",16,1,6,"female","white",36,"male","white","Multiple Victims","Multiple Offenders","Known","East North Central","Home",0,1,1
"3776","Pop 100-500K",20,1,15,"male","black",20,"male","black","Single Victim","Multiple Offenders","Known","East South Central","Shopping",0,1,4
"3777","Pop 25-100K",19,0,0.2,"male","white",41,"female","white","Single Victim","Single Offender","Known","South Atlantic","Home",0,0,1
"3779","Pop <25K",2,1,15,"female","black",29,"male","white","Single Victim","Single Offender","Known","East South Central","Home",1,0,7
"3780","Pop 25-100K",4,1,15,"female","white",39,"male","white","Single Victim","Single Offender","Known","West South Central","Home",0,1,7
"3781","Pop 100-500K",16,1,9,"female","white",27,"female","white","Multiple Victims","Multiple Offenders","Known","East North Central","Home",0,1,14
"3782","Pop <25K",14,1,13,"female","black",51,"female","black","Multiple Victims","Single Offender","Known","New England","Home",0,0,3
"3783","Pop 25-100K",16,1,13,"female","white",16,"male","white","Single Victim","Single Offender","Known","East North Central","Shopping",0,1,4
"3784","Pop <25K",1,0,14,"female","white",20,"male","white","Single Victim","Single Offender","Known","South Atlantic","Unknown",0,1,2
"3785","Pop 25-100K",0,1,12,"female","white",39,"male","white","Multiple Victims","Single Offender","Known","South Atlantic","Home",0,1,7
"3786","Pop 25-100K",16,1,14,"female","white",18,"male","white","Single Victim","Single Offender","Known","New England","Home",0,0,4
"3787","Pop <25K",18,1,13,"female","white",28,"female","white","Multiple Victims","Single Offender","Known","West North Central","Park/outdoor",0,1,8
"3788","Pop <25K",23,1,15,"female","white",36,"male","white","Single Victim","Multiple Offenders","Known","West South Central","Home",0,0,8
"3789","Pop 25-100K",21,1,13,"female","white",24,"male","white","Single Victim","Single Offender","Known","East North Central","Home",0,0,4
"3790","Pop <25K",0,1,11,"female","white",25,"male","white","Multiple Victims","Single Offender","Known","East South Central","Home",0,1,2
"3792","Pop <25K",18,0,2,"male","white",22,"female","white","Single Victim","Single Offender","Known","East South Central","Home",0,0,12
"3793","Pop <25K",9,1,12,"female","white",22,"male","white","Single Victim","Multiple Offenders","Known","Pacific","Home",0,0,2
"3794","Pop <25K",0,0,13,"female","white",21,"male","white","Single Victim","Single Offender","Known","Mountain","School",0,0,2
"3795","Pop 100-500K",8,1,15,"female","black",35,"male","black","Single Victim","Multiple Offenders","Known","East North Central","Road/transit",0,0,7
"3796","Pop <25K",1,1,13,"male","white",35,"male","white","Multiple Victims","Single Offender","Known","West North Central","Home",0,1,7
"3797","Pop 25-100K",14,1,15,"female","white",30,"male","white","Multiple Victims","Single Offender","Known","Mountain","Home",0,0,8
"3798","Pop 100-500K",15,0,14,"female","white",27,"male","white","Single Victim","Single Offender","Known","West North Central","Road/transit",0,0,8
"3799","Pop 25-100K",19,1,15,"female","black",19,"male","black","Single Victim","Multiple Offenders","Known","New England","Park/outdoor",0,1,4
"3800","Pop 25-100K",18,1,9,"male","black",23,"male","white","Single Victim","Single Offender","Known","South Atlantic","Home",1,0,4
"3801","Pop <25K",8,1,9,"female","white",19,"male","white","Multiple Victims","Single Offender","Known","South Atlantic","Home",0,1,2
"3802","Pop 25-100K",1,1,15,"female","white",32,"male","white","Single Victim","Single Offender","Known","South Atlantic","Home",0,0,7
"3804","Pop 25-100K",19,1,9,"male","white",34,"male","black","Multiple Victims","Single Offender","Known","East North Central","Home",1,0,8
"3807","Pop 25-100K",22,1,12,"female","white",57,"male","white","Single Victim","Multiple Offenders","Known","East South Central","Home",0,0,3
"3808","Pop 100-500K",5,1,15,"female","white",16,"male","white","Single Victim","Single Offender","Known","West North Central","Home",0,1,2
"3809","Pop >500K",16,1,14,"female","black",16,"male","black","Single Victim","Multiple Offenders","Known","East North Central","Home",0,0,4
"3810","Pop 100-500K",13,0,3,"male","white",32,"female","white","Single Victim","Multiple Offenders","Known","East North Central","Home",0,0,13
"3811","Pop >500K",14,0,8,"female","black",48,"male","black","Single Victim","Single Offender","Known","East North Central","Road/transit",0,0,11
"3812","Pop <25K",15,1,15,"female","white",29,"male","white","Single Victim","Single Offender","Known","East South Central","School",0,0,8
"3814","Pop <25K",12,1,15,"female","white",40,"male","white","Single Victim","Single Offender","Known","West North Central","Home",0,0,10
"3815","Pop 100-500K",12,1,15,"male","black",17,"male","black","Single Victim","Multiple Offenders","Known","East North Central","School",0,1,4
"3818","Pop 100-500K",16,1,9,"female","white",36,"male","white","Multiple Victims","Multiple Offenders","Known","East North Central","Home",0,1,8
"3820","Pop 100-500K",17,1,8,"male","white",57,"male","white","Single Victim","Single Offender","Known","East North Central","Home",0,0,3
"3821","Pop 25-100K",11,0,5,"male","white",59,"female","white","Single Victim","Single Offender","Known","Mountain","Home",0,0,15
"3822","Pop 100-500K",21,1,14,"female","white",20,"male","white","Single Victim","Multiple Offenders","Known","South Atlantic","Home",0,1,4
"3823","Pop <25K",0,1,6,"female","white",20,"male","white","Multiple Victims","Single Offender","Known","West North Central","Home",0,1,5
"3825","Pop >500K",20,1,6,"female","white",35,"male","white","Single Victim","Single Offender","Known","East North Central","Home",0,0,14
"3826","Pop 25-100K",23,1,0.5,"male","white",32,"male","black","Single Victim","Multiple Offenders","Known","East North Central","Home",1,0,14
"3827","Pop >500K",11,1,12,"female","black",22,"male","black","Single Victim","Multiple Offenders","Known","East North Central","Home",0,1,2
"3828","Pop 100-500K",12,1,15,"female","black",26,"male","black","Single Victim","Multiple Offenders","Known","East North Central","Shopping",0,1,4
"3829","Pop <25K",16,1,9,"female","white",57,"male","white","Single Victim","Single Offender","Known","West North Central","Road/transit",0,1,3
"3830","Pop 25-100K",0,1,15,"male","white",20,"male","white","Single Victim","Single Offender","Known","Pacific","Home",0,1,2
"3831","Pop 100-500K",20,1,13,"female","black",20,"male","black","Single Victim","Single Offender","Known","East North Central","Home",0,1,4
"3832","Pop <25K",8,1,10,"female","white",19,"male","white","Multiple Victims","Single Offender","Known","South Atlantic","Home",0,1,2
"3834","Pop 25-100K",17,1,4,"male","white",48,"male","white","Single Victim","Single Offender","Known","South Atlantic","Road/transit",0,0,11
"3835","Pop >500K",15,1,12,"female","black",34,"male","black","Single Victim","Single Offender","Known","East North Central","Home",0,0,8
"3836","Pop 25-100K",21,1,15,"female","white",42,"female","white","Multiple Victims","Single Offender","Known","West South Central","Shopping",0,1,10
"3837","Pop <25K",0,1,11,"female","white",20,"male","white","Multiple Victims","Single Offender","Known","West North Central","Home",0,1,2
"3838","Pop 25-100K",20,1,12,"female","white",26,"male","white","Single Victim","Single Offender","Known","West South Central","Unknown",0,1,4
"3840","Pop <25K",16,1,9,"male","black",22,"female","black","Single Victim","Single Offender","Known","South Atlantic","Shopping",0,0,4
"3841","Pop 25-100K",22,1,14,"female","white",17,"male","white","Multiple Victims","Single Offender","Known","East North Central","Road/transit",0,0,4
"3842","Pop 100-500K",20,1,4,"female","white",20,"male","white","Single Victim","Single Offender","Known","Mountain","Home",0,1,12
"3843","Pop <25K",22,1,15,"female","amer.indian",21,"male","amer.indian","Single Victim","Multiple Offenders","Known","Pacific","Home",0,0,4
"3844","Pop 25-100K",8,1,6,"female","white",22,"female","black","Single Victim","Multiple Offenders","Known","West North Central","Home",1,1,6
"3845","Pop 100-500K",20,1,10,"female","black",56,"male","black","Single Victim","Single Offender","Known","South Atlantic","Home",0,1,3
"3846","Pop 25-100K",22,1,14,"female","white",17,"male","white","Multiple Victims","Single Offender","Known","East North Central","Road/transit",0,0,4
"3847","Pop 25-100K",19,1,6,"female","white",34,"male","black","Multiple Victims","Single Offender","Known","East North Central","Home",1,0,14
"3849","Pop 25-100K",18,1,13,"female","white",30,"male","white","Single Victim","Single Offender","Known","Mountain","School",0,1,8
"3850","Pop >500K",13,1,3,"female","white",51,"male","white","Single Victim","Single Offender","Known","East North Central","Shopping",0,0,11
"3852","Pop <25K",7,1,15,"female","white",20,"male","white","Multiple Victims","Multiple Offenders","Known","South Atlantic","School",0,0,2
"3853","Pop 100-500K",7,1,12,"female","white",46,"male","white","Multiple Victims","Single Offender","Known","South Atlantic","Unknown",0,1,9
"3854","Pop <25K",15,1,15,"female","white",18,"male","white","Single Victim","Single Offender","Known","West North Central","Home",0,1,4
"3855","Pop 100-500K",3,1,15,"female","white",18,"male","white","Single Victim","Single Offender","Known","South Atlantic","Road/transit",0,1,2
"3856","Pop >500K",20,1,12,"female","white",49,"male","white","Single Victim","Single Offender","Known","South Atlantic","School",0,1,3
"3857","Pop <25K",21,1,13,"female","white",28,"male","black","Single Victim","Single Offender","Known","West North Central","Home",1,0,8
"3858","Pop 100-500K",18,1,3,"female","white",44,"male","white","Single Victim","Single Offender","Known","East North Central","Home",0,1,1
"3859","Pop 25-100K",0,1,13,"male","white",29,"female","white","Multiple Victims","Single Offender","Known","Mountain","Home",0,1,7
"3860","Pop 100-500K",20,1,12,"female","white",22,"male","black","Single Victim","Single Offender","Known","West North Central","Home",1,1,4
"3861","Pop 100-500K",20,1,7,"male","white",19,"male","white","Single Victim","Single Offender","Known","Mountain","Home",0,1,12
"3862","Pop 25-100K",13,1,14,"female","white",22,"male","white","Single Victim","Single Offender","Known","West South Central","Shopping",0,0,4
"3863","Pop 100-500K",3,1,13,"female","black",22,"male","black","Single Victim","Single Offender","Known","South Atlantic","Home",0,1,2
