"","originating.agency","incident.number","incident.date","date.agency.went.NIBRS","city","current.population","UCR.county","FIPS.county","incident.hour","UCR.code","completed","victim.age","victim.sex","victim.race","victim.ethnicity","victim.residency","offender.age","offender.sex","offender.race","target.harm","target.arrest","multiple.victims","multiple.offenders","type","victimage.group","victim.tenderage","offenderage.group","population.group","relationship.group","hour.group","NA","same.race","state.name","division.name","region.name","location.name","loc.group","weapon.name","injury.name","Victim.in.relation","FIPS"
"5595","VA0800300","UG0N5HP67N94",20080707,19981001,"ROANOKE COUNTY PD             ",82805,81,161,17,100,1,9,"female","white",0,"resident",50,"female","white",1,NA,1,1,"SingleVO","6-10","Yes","40-50","Pop 25-100K","Known","Afternoon",0,0,"VA","South Atlantic","South","School/College","School","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","45161"
"5596","SC0130000","8T- 1FS 728N",20120919,19910101,"CHESTERFIELD                  ",36035,13,25,0,100,1,17,"female","white",0,"non-resident",27,"male","black",1,0,1,3,"MultOff","11-15","No","20-30","Pop 25-100K","Known","Night",1,1,"SC","South Atlantic","South","Abandoned/condemned structure","Other","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Acquaintance","39025"
"5597","VA1160000","DT0BYC3MSU N",20090510,19980701,"NEWPORT NEWS                  ",180174,NA,NA,11,100,1,13,"female","white",0,"resident",18,"male","white",1,NA,1,1,"SingleVO","11-15","No","<20","Pop 100-500K","Known","Morning",0,0,"VA","South Atlantic","South","Church/Synagogue/Temple","School","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","45 NA"
"5598","AR0660100","180HL4K3SN0A",20120815,20021201,"FORT SMITH                    ",87483,66,131,20,100,1,12,"female","white",1,NA,26,"male","white",1,0,1,1,"SingleVO","11-15","Yes","20-30","Pop 25-100K","Known","Night",0,0,"AR","West South Central","South","Other/unknown","Unknown","None/Other","None","Acquaintance","03131"
"5599","OR0240400","8T0BROBD72 N",20120116,20040101,"STAYTON                       ",7788,24,47,19,100,1,1,"male","white",1,"resident",18,"male","white",0,NA,1,1,"SingleVO","0-5","Yes","<20","Pop <25K","Known","Night",0,0,"OR","Pacific","West","Residence/Home","Home","None/Other","None","Acquaintance","36047"
"5600","TX2201200","8T0B1OSRQ2 N",20120719,20051001,"FORT WORTH                    ",761874,220,439,18,100,1,15,"female","white",1,"resident",NA,"male",NA,0,NA,1,1,"SingleVO","11-15","No",NA,"Pop >500K","Known","Afternoon",NA,NA,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","42439"
"5601","DE301SP00","091M0KOZJ61A",20110708,20010101,"SP: KENT COUNTY               ",99306,1,1,22,100,1,16,"female","white",0,"resident",22,"male","black",1,0.1,1,1,"SingleVO","11-15","No","20-30","Pop 25-100K","Known","Night",1,1,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","07001"
"5602","VT0130100","8NBXRYBL- 8N",20110907,19980101,"BELLOWS FALLS                 ",3151,13,25,14,100,1,15,"female","white",0,"resident",23,"male","white",0,0.3,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Afternoon",0,0,"VT","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Acquaintance","44025"
"5603","NH0063400","8I0BREEV72 N",20100106,20080101,"MANCHESTER                    ",108101,6,11,23,100,1,15,"female","white",0,"resident",20,"male","white",1,NA,1,1,"SingleVO","11-15","No","<20","Pop 100-500K","Known","Night",0,0,"NH","New England","Northeast","Hotel/Motel/Etc.","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Possible Internal Injury","Acquaintance","28011"
"5604","OHCIP0000","P91J2NIK-F39",20110326,19980101,"CINCINNATI                    ",297160,31,61,23,100,1,17,"female","black",NA,"resident",21,"female","black",0,0.1,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Friend","34061"
"5605","VA0290100","6X9T6IRVZ9PX",20090926,20000101,"FAIRFAX COUNTY PD             ",986646,30,59,13,100,1,16,"female","white",0,"resident",21,"male","white",0,0,1,1,"SingleVO","11-15","No","20-30","Pop >500K","Known","Afternoon",0,0,"VA","South Atlantic","South","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","45059"
"5606","OH0290000","EM-UFU85U7VB",20110208,20050401,"GREENE                        ",37403,29,57,21,100,1,17,"female","white",NA,NA,49,"male","white",1,NA,1,1,"SingleVO","11-15","No","40-50","Pop 25-100K","Known","Night",0,0,"OH","East North Central","Northcentral","Other/unknown","Unknown","None/Other","Apparent Minor Injury","Friend","34057"
"5607","TX1550000"," X-1AWR 728N",20090919,19980201,"MCLENNAN                      ",42058,155,309,8,100,1,14,"female","white",0,"resident",19,"male","white",1,0.6,1,3,"MultOff","11-15","No","<20","Pop 25-100K","Known","Morning",0,0,"TX","West South Central","South","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Friend","42309"
"5608","SC0260400"," X0AEOMH72 N",20090712,19910101,"HORRY COUNTY POLICE DEPT      ",193503,26,51,20,100,1,17,"male","white",0,"resident",24,"male","white",1,NA,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Night",0,0,"SC","South Atlantic","South","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Friend","39051"
"5609","VA0290100","0W8H5572062W",20080402,20000101,"FAIRFAX COUNTY PD             ",974142,30,59,2,100,1,16,"male","black",0,"resident",41,"male","white",0,NA,1,1,"SingleVO","11-15","No","40-50","Pop >500K","Known","Early",1,1,"VA","South Atlantic","South","Highway/Road/Alley","Road/transit","None/Other","None","Friend","45059"
"5610","KS0500100","6L1I6B5HPU72",20090620,20000101,"PARSONS                       ",11020,50,99,5,100,1,16,"female","white",0,"resident",22,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Early",0,0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Friend","15099"
"5611","NH0021000","HZ-VS8ZOX5HP",20100123,20030101,"CONWAY                        ",9195,2,3,11,100,1,16,"female","white",0,"non-resident",31,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop <25K","Known","Morning",0,0,"NH","New England","Northeast","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","28003"
"5612","WIMPD0000","0N2NL0737D1A",20080927,20050101,"MILWAUKEE                     ",602131,40,79,1,100,1,15,"female","asian",0,"resident",18,"male","asian",0,NA,1,2,"MultOff","11-15","No","<20","Pop >500K","Known","Night",0,0,"WI","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Friend","48079"
"5613","MT0150300","2W1J0U73766I",20120828,20041118,"KALISPELL                     ",20147,15,29,19,100,1,16,"female","white",0,"resident",18,"male","white",1,NA,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Night",0,0,"MT","Mountain","West","Residence/Home","Home","None/Other","None","Friend","25029"
"5614","KS0520000","6C0IIHPU72 N",20091106,20000101,"LEAVENWORTH                   ",20470,52,103,20,100,1,17,"female","white",0,"resident",32,"male","white",1,NA,1,1,"SingleVO","11-15","No","30-40","Pop <25K","Known","Night",0,0,"KS","West North Central","Northcentral","Residence/Home","Home",NA,"None","Friend","15103"
"5615","VA0740200","5F1T-0W507OS",20100101,20090401,"RICHARD BLAND COLLEGE         ",0,NA,NA,0,100,0,17,"female","white",0,"non-resident",20,"male","white",0,NA,2,1,"MultVic","11-15","No","<20",NA,"Known","Night",0,0,"VA","South Atlantic","South","School/College","School","None/Other","None","Friend","45 NA"
"5616","TN0820000","UG0N54GU8Z9D",20080723,19990201,"SULLIVAN                      ",84841,82,163,0,100,1,17,"female","white",0,"resident",32,"male","white",0,NA,1,1,"SingleVO","11-15","No","30-40","Pop 25-100K","Known","Night",0,0,"TN","East South Central","South","Residence/Home","Home",NA,"None","Friend","41163"
"5617","OHCLP0000","2W1H0U7OUYJD",20100317,20030101,"CLEVELAND                     ",426042,18,35,23,100,1,11,"female","black",NA,"resident",34,"male","black",1,0,1,1,"SingleVO","11-15","Yes","30-40","Pop 100-500K","Known","Night",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","34035"
"5618","IA0770300","2W1H0UX2ZG8A",20101222,19910101,"DES MOINES                    ",202382,77,153,2,100,1,2,"male","white",NA,NA,32,"male","black",0,NA,1,3,"MultOff","0-5","Yes","30-40","Pop 100-500K","Known","Early",1,1,"IA","West North Central","Northcentral","Other/unknown","Unknown","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","14153"
"5619","VA1170000","0G0N44FULX0W",20090725,19990801,"NORFOLK                       ",235097,NA,NA,NA,100,1,7,"male","black",0,"resident",32,"male","black",0,NA,3,1,"MultVic","6-10","Yes","30-40","Pop 100-500K","Known",NA,0,0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","45 NA"
"5620","TNMPD0000","BW0P39D5N5MF",20120803,20000801,"MEMPHIS                       ",657436,79,157,3,100,1,15,"female","black",0,"resident",18,"female","black",0,NA,1,1,"SingleVO","11-15","No","<20","Pop >500K","Known","Early",0,0,"TN","East South Central","South","Highway/Road/Alley","Road/transit",NA,"None","Friend","41157"
"5621","KY0440000","0A2WK0ZOTD1A",20101210,20090101,"GREEN                         ",9107,44,87,12,100,1,15,"female","white",1,"resident",21,"male","white",1,0.1,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Morning",0,0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Friend","16087"
"5622","VA0070100","8N0VRESC-2 N",20110501,20000101,"ARLINGTON COUNTY PD           ",210107,7,13,23,100,1,17,"female","white",1,"resident",22,"male","white",0,0.1,1,1,"SingleVO","11-15","No","20-30","Pop 100-500K","Known","Night",0,0,"VA","South Atlantic","South","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","45013"
"5623","OR0090000","2W1J0UOVI604",20121228,20060101,"DESCHUTES                     ",56184,9,17,17,100,1,16,"female","white",NA,"resident",26,"male","white",0,0.1,1,1,"SingleVO","11-15","No","20-30","Pop 25-100K","Known","Afternoon",0,0,"OR","Pacific","West","Residence/Home","Home","None/Other","None","Friend","36017"
"5624","ID0420000","8N0BRFBD72 N",20110321,19920101,"TWIN FALLS                    ",23467,42,83,9,100,1,13,"female","white",NA,"resident",19,"male","white",1,0.4,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Morning",0,0,"ID","Mountain","West","Highway/Road/Alley","Road/transit","Handgun","None","Friend","11083"
"5625","VA0290100","288J8NOZ2QVA",20080202,20000101,"FAIRFAX COUNTY PD             ",974142,30,59,21,100,1,16,"female","white",NA,NA,18,"male","white",0,NA,2,2,"MultVO","11-15","No","<20","Pop >500K","Known","Night",0,0,"VA","South Atlantic","South","Other/unknown","Unknown","None/Other","None","Friend","45059"
"5626","CO0390100"," I-MQ4217X I",20110209,19970101,"GRAND JUNCTION                ",59586,39,77,2,100,1,17,"female","white",0,"resident",19,"male","white",1,NA,1,1,"SingleVO","11-15","No","<20","Pop 25-100K","Known","Early",0,0,"CO","Mountain","West","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","05077"
"5627","ND0300200","27-J4JO2KF39",20091212,20000501,"MANDAN                        ",18244,30,59,15,100,1,14,"female","amer.indian",0,"resident",30,"male","amer.indian",1,NA,2,1,"MultVic","11-15","No","20-30","Pop <25K","Known","Afternoon",0,0,"ND","West North Central","Northcentral","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","33059"
"5628","NH0092400","SC-28FLFRVSC",20110110,20030101,"SOMERSWORTH                   ",11781,9,17,23,100,1,16,"male","white",0,"resident",29,"male","black",0,NA,2,2,"MultVO","11-15","No","20-30","Pop <25K","Known","Night",1,1,"NH","New England","Northeast","Residence/Home","Home","None/Other","None","Friend","28017"
"5629","CO0010100","W5-ZRSL4E0W5",20110813,19850101,"AURORA                        ",290056,3,5,17,100,1,15,"female","white",0,"resident",18,"male","white",1,0,1,1,"SingleVO","11-15","No","<20","Pop 100-500K","Known","Afternoon",0,0,"CO","Mountain","West","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Friend","05005"
"5630","MI7578000","0G0HPU72U20W",20090716,19950101,"THREE RIVERS                  ",7136,75,149,14,100,1,15,"female","white",NA,NA,22,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop <25K","Known","Afternoon",0,0,"MI","East North Central","Northcentral","Parking Lot/Garage","Shopping","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","21149"
"5631","DE0030800","SN0ARV3DTS N",20080702,20010101,"SEAFORD                       ",7231,3,5,13,100,1,14,"female","black",0,"non-resident",46,"male","black",1,NA,1,1,"SingleVO","11-15","No","40-50","Pop <25K","Known","Afternoon",0,0,"DE","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","07005"
"5632","OH0560000","VF-TF3F-9GBK",20100414,19990101,"MONROE                        ",11556,56,111,3,100,1,14,"male","white",NA,"resident",39,"male","white",1,0,1,1,"SingleVO","11-15","No","30-40","Pop <25K","Known","Early",0,0,"OH","East North Central","Northcentral","Residence/Home","Home","None/Other","None","Friend","34111"
"5633","KY0050200"," N0 AORV72 N",20090224,20090101,"CAVE CITY                     ",2014,5,9,8,100,1,17,"male","white",0,"non-resident",46,"male","white",0,0,1,1,"SingleVO","11-15","No","40-50","Pop <25K","Known","Morning",0,0,"KY","East South Central","South","Residence/Home","Home","None/Other","None","Friend","16009"
"5634","VA0290100","2W1H02729N6A",20100204,20000101,"FAIRFAX COUNTY PD             ",1009834,30,59,16,100,1,15,"female","white",NA,"resident",18,"male","white",1,3.9,1,1,"SingleVO","11-15","No","<20","Pop >500K","Known","Afternoon",0,0,"VA","South Atlantic","South","School/College","School","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","45059"
"5635","VA0290100","5H9U538NXR1J",20090111,20000101,"FAIRFAX COUNTY PD             ",986646,30,59,2,100,1,16,"female","white",0,"resident",18,"male","white",0,6.6,1,1,"SingleVO","11-15","No","<20","Pop >500K","Known","Early",0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Friend","45059"
"5636","AZ0140000","2W1M0U7 87KI",20110430,20060601,"YUMA                          ",60863,14,27,1,100,1,16,"female","white",0,"resident",18,"male","white",1,0,1,1,"SingleVO","11-15","No","<20","Pop 25-100K","Known","Night",0,0,"AZ","Mountain","West","Residence/Home","Home","Asphyxiation","Apparent Minor Injury","Friend","02027"
"5637","VA0920000","2W1H04XZLD1A",20100414,19980301,"TAZEWELL                      ",28564,93,185,7,100,0,9,"male","white",0,"resident",30,"female","white",0,NA,1,1,"SingleVO","6-10","Yes","20-30","Pop 25-100K","Known","Morning",0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Friend","45185"
"5638","MA0030800","VF-ZL3A-60VS",20100827,20040601,"FALL RIVER                    ",89741,3,5,22,100,0,15,"female","white",0,"non-resident",30,"male","white",0,NA,1,1,"SingleVO","11-15","No","20-30","Pop 25-100K","Known","Night",0,0,"MA","New England","Northeast","Residence/Home","Home","None/Other","Apparent Minor Injury","Friend","20005"
"5639","KY0970100"," N01-EMQ72 N",20090101,20090101,"HAZARD                        ",4789,97,193,9,100,1,15,"male","white",0,"resident",21,"male","white",1,12,1,3,"MultOff","11-15","No","20-30","Pop <25K","Known","Morning",0,0,"KY","East South Central","South","Residence/Home","Home","Knife/Cutting Instrument","None","Friend","16193"
"5640","VA0800100","CI0I-OB972 N",20091107,19951001,"SALEM                         ",25616,NA,NA,23,100,1,16,"female","white",0,"resident",18,"male","white",1,16.6,1,1,"SingleVO","11-15","No","<20","Pop 25-100K","Known","Night",0,0,"VA","South Atlantic","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Possible Internal Injury","Friend","45 NA"
"5641","VA1030000","8N0BABE-S2 N",20110508,19990101,"CHESAPEAKE                    ",224864,NA,NA,19,100,1,1,"female","white",0,"resident",52,"male","white",0,NA,1,2,"MultOff","0-5","Yes",">50","Pop 100-500K","Known","Night",0,0,"VA","South Atlantic","South","Residence/Home","Home","None/Other","None","Friend","45 NA"
"5642","TX1550000","8I-B-FS 728N",20100301,19980201,"MCLENNAN                      ",42117,155,309,8,100,1,17,"male","white",0,"resident",NA,"male","black",1,NA,1,1,"SingleVO","11-15","No",NA,"Pop 25-100K","Known","Morning",1,1,"TX","West South Central","South","Residence/Home","Home","Personal Weapons (hands, feet, teeth, etc.)","Apparent Minor Injury","Friend","42309"
"5643","MI8183600","0G0WPU72UN0I",20090902,19950101,"YPSILANTI                     ",21369,81,161,3,100,0,15,"female","black",NA,"resident",66,"male","black",0,NA,1,1,"SingleVO","11-15","No",">50","Pop <25K","Known","Early",0,0,"MI","East North Central","Northcentral","Highway/Road/Alley","Road/transit","Personal Weapons (hands, feet, teeth, etc.)","None","Friend","21161"
"5644","DE303SP00"," E0IRCTV1- N",20091106,20010101,"SP: SUSSEX COUNTY             ",148994,3,5,8,100,1,17,"female","white",0,"resident",20,"male","white",0,0,1,2,"MultOff","11-15","No","<20","Pop 100-500K","Known","Morning",0,0,"DE","South Atlantic","South","Residence/Home","Home","None/Other","None","Friend","07005"
"5645","NH0085600"," T81RA3U 28N",20100928,20050101,"PLAISTOW                      ",7522,8,15,10,100,1,17,"female","white",0,"non-resident",20,"female","white",0,NA,1,1,"SingleVO","11-15","No","<20","Pop <25K","Known","Morning",0,0,"NH","New England","Northeast","School/College","School","None/Other","None","Friend","28015"
